Timecode,BlendshapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
10:10:56:59.688,61,0.9141312242,0.3628363907,0.0,7.66616e-05,0.0,0.0516718887,0.0,0.9141075611,0.36197793479999996,0.10412298140000001,0.0,0.0,0.051665388,0.0,0.030125174700000003,0.0028190643,0.0,0.0324345231,0.0353711993,0.052228175099999996,0.11178473380000001,0.0,0.028094941800000002,0.0,0.0,0.0303753763,0.007400116,0.0276448764,0.0280917007,0.0771084875,0.0845231861,0.09642103310000001,0.025526875600000002,0.19095925989999998,0.11542085560000001,0.28248873350000003,0.2833837569,0.047325789900000005,0.0495005138,0.0423099287,0.043489832400000004,0.3214926422,0.3225073218,0.14477264880000001,0.0,0.0,0.0594272912,0.0972836912,0.1073477492,0.2900102735,0.3045114577,3.4479999999999996e-07,-0.07387315480000001,0.3240846992,0.0108927684,-0.062054470199999996,0.22155326600000003,-0.0139679508,-4.5684300000000006e-05,0.2216441482,-1.02948e-05
10:10:57:00.690,61,0.9137316942,0.3673794568,7.46171e-05,0.0,0.0,0.051245667,0.0,0.9137099981,0.3665128052,0.1040973291,0.0,0.0,0.0512395948,0.0,0.029706986600000002,0.0024415008,0.0,0.032220561099999996,0.0349734388,0.052015762800000004,0.11170168970000001,0.0,0.027851874,0.0,0.0,0.0360727571,0.0145666283,0.0280879997,0.0285909101,0.0775881857,0.0852291659,0.0963996723,0.025395108399999998,0.18777978420000002,0.1159369349,0.2828166187,0.2838497758,0.0473015159,0.049365814800000005,0.0418098792,0.043013118200000006,0.2943178713,0.29549410940000004,0.1465041935,0.0,0.0,0.0597477481,0.09682435539999999,0.10668044539999999,0.2756330967,0.2901282907,4.845e-07,-0.073548533,0.33623000979999995,0.0085070739,-0.0620002635,0.2243283093,-0.0141365118,4.4438000000000004e-05,0.2244193703,1.01436e-05
10:10:57:01.693,61,0.9108996390999999,0.3803755343,0.0042297835,0.0,0.0,0.0509163849,0.0,0.9108655453,0.3795391321,0.100242272,0.0,0.0,0.0509107187,0.0,0.029494227799999998,0.0016949675,0.0,0.0322810933,0.0350516662,0.0544358641,0.11941266060000001,0.0,0.0277710408,0.0,0.0,0.0481447279,0.0248294398,0.0283934753,0.0289541446,0.08279435339999999,0.093715243,0.0965562537,0.025324117400000002,0.1766133457,0.1108544469,0.2376377881,0.23379535969999998,0.047748960599999994,0.049740441100000005,0.041507028,0.0427399725,0.2525726855,0.2540012598,0.147041291,0.0,0.0,0.0603156537,0.09477230910000001,0.10331624,0.2714587748,0.2850654721,5.939e-07,-0.0756269842,0.34965556859999997,0.0055923974,-0.059594139500000004,0.2322671711,-0.0140868928,0.00251439,0.2323589474,0.000594987
10:10:57:02.693,61,0.9096371531,0.3901368678,0.0063403849,0.0,0.0,0.050574120099999995,0.0,0.9096000791,0.3893129528,0.0982289389,0.0,0.0,0.0505687967,0.0,0.0293442532,0.0008314627000000001,0.0,0.0324378088,0.035293892,0.057732157400000005,0.1251626015,0.0,0.027523065,0.0,0.0,0.0523709953,0.0302599706,0.0286404341,0.029243907000000003,0.08882702890000001,0.101410374,0.0967523307,0.0251942109,0.1731673032,0.1087496057,0.2265347391,0.2214250565,0.0485851578,0.050289783600000006,0.041498322000000004,0.0427202396,0.2399057001,0.2414190769,0.1505359411,0.0,0.0,0.060813263099999994,0.0938617811,0.101976119,0.27056285739999997,0.2831466496,6.797e-07,-0.0780956745,0.3710207343,-0.0002856822,-0.0583138391,0.2382305115,-0.0141520835,0.0037636494,0.2383227944,0.0009143378
10:10:57:03.695,61,0.9078880548,0.40735206009999997,0.0095425211,0.0,0.0,0.0504685603,0.0,0.9078264236,0.4065511823,0.0948724449,0.0,0.0,0.0504635647,0.0,0.0294713285,0.0,0.0004577129,0.0328347869,0.0358268209,0.0705313906,0.1559157968,0.0,0.0273361057,0.0,0.0,0.0631119832,0.0417717956,0.02893636,0.0295788273,0.0973851085,0.11199954150000001,0.099910289,0.0252018683,0.17180159690000002,0.1077214256,0.2326164395,0.22576422989999997,0.0522345193,0.053251106299999997,0.041777368599999996,0.042982708700000004,0.23352834579999998,0.23510569329999997,0.1717155725,0.0,0.0,0.0660227835,0.09349804369999999,0.1013202518,0.2900057137,0.2928369343,8.055e-07,-0.0781032518,0.3875910044,-0.0052133775,-0.0561743341,0.24874866010000002,-0.0142603414,0.005649650500000001,0.2488412708,0.0014356128
10:10:57:04.696,61,0.9071172476,0.41645669939999996,0.012573691100000001,0.0,0.0,0.050155371399999996,0.0,0.9070488214,0.41568762060000003,0.0919539779,0.0,0.0,0.0501506776,0.0,0.0296709277,0.0,0.0014582667000000002,0.033319849500000005,0.036461405499999995,0.076902613,0.1651428193,0.0,0.0273715835,0.0,0.0,0.066811882,0.0457369611,0.0292555429,0.0299470574,0.1018331274,0.117276445,0.1017960235,0.0252359994,0.1713337302,0.1070402265,0.2472749054,0.2416896522,0.0555197783,0.056025747199999996,0.0421472006,0.0433742814,0.230755806,0.232479766,0.1985936761,0.0,0.0,0.0708727837,0.0935781151,0.1012828499,0.3014854193,0.3089773655,7.008e-07,-0.0775700361,0.4046549499,-0.0100110872,-0.054368425199999994,0.2543132305,-0.0141247064,0.0074336161,0.2544061244,0.0019330222
10:10:57:05.698,61,0.9053060412,0.43113166090000005,0.0189488102,0.0,0.0,0.049799490700000004,0.0,0.9052226543,0.430444926,0.08554531630000001,0.0,0.0,0.04979479690000001,0.0,0.029818574,0.0,0.0024153373999999997,0.035069003700000004,0.0394915044,0.0907794833,0.1746595055,0.0,0.068538487,0.0,0.0,0.0687102079,0.047798898099999994,0.029826817999999998,0.0306563377,0.1088521332,0.1288981438,0.10289984939999999,0.025364892599999998,0.1714131236,0.1063822955,0.251521498,0.24591973420000002,0.0604549833,0.0601433553,0.0425312556,0.0438007526,0.2263651043,0.22844330969999999,0.21168473359999998,0.0,0.0,0.0728494078,0.0936810747,0.10146470369999999,0.30608618260000003,0.31391900780000004,7.514e-07,-0.0749731585,0.4157658815,-0.013348596200000002,-0.0504589975,0.2632869482,-0.01359432,0.0111760404,0.26338016989999996,0.0030134826000000003
10:10:57:06.700,61,0.9047797918000001,0.42999023200000003,0.0264036823,0.0,0.0,0.0483685061,0.0,0.9046951531999999,0.42942079899999996,0.0783214644,0.0,0.0,0.048357933799999996,0.0,0.030161740299999996,0.0,0.003323209,0.0409065783,0.0466741845,0.1359290034,0.2198995352,0.0,0.20088502760000002,0.0,0.0,0.0706608817,0.0487354584,0.0304664522,0.0317666233,0.1174429357,0.1530036032,0.1037818491,0.0255845338,0.1772392988,0.1057824641,0.2569220364,0.2501803637,0.0722917765,0.0670694262,0.043062254800000005,0.0457534008,0.2113086581,0.2172452509,0.23981192710000002,0.0,0.0,0.0736851618,0.0944673643,0.1166306436,0.3297665715,0.34379169340000004,8.587e-07,-0.0719405711,0.42896029350000003,-0.0160106793,-0.0462060124,0.2626050711,-0.012415716399999999,0.0155758383,0.2626987398,0.0041883569
10:10:57:07.701,61,0.9045422076999999,0.4322752357,0.0331235491,0.0,0.0,0.046856369800000006,0.0,0.9044598937,0.4318090081,0.07183957839999999,0.0,0.0,0.046838957800000004,0.0,0.0306962784,0.0,0.0041368054,0.0478786975,0.0538588576,0.1496000439,0.2341292948,0.0,0.2581965327,0.0,0.0,0.0719199181,0.0487462357,0.0314391889,0.0334428437,0.12361478810000001,0.1626652777,0.10480389,0.026034891600000002,0.1792277545,0.1044451892,0.2787723541,0.2707043886,0.08710695800000001,0.07766552269999999,0.043297350400000004,0.046597741500000005,0.1762166768,0.1850634068,0.2601779699,0.0,0.0,0.0743614063,0.0954816639,0.1258175373,0.3366386294,0.35218381880000005,7.865e-07,-0.0667001605,0.4384668171,-0.016437107700000002,-0.0423655137,0.2640196681,-0.0114487549,0.0195325799,0.2641135454,0.0052818302000000004
10:10:57:08.703,61,0.9046764373999999,0.4412557483,0.0388345234,0.0,0.0,0.0451173224,0.0,0.9045971036,0.440874815,0.0663463771,0.0,0.0,0.045094456500000005,0.0,0.032830514,0.0,0.005599523,0.053410518899999995,0.0592547804,0.1581213772,0.2615944147,0.0,0.30816689129999997,0.0,0.0,0.0728397667,0.0416003913,0.0322088674,0.0347860195,0.12808746099999999,0.17167915399999997,0.10571263730000001,0.026591274900000003,0.1879782677,0.10383916650000001,0.28615409140000003,0.2774259448,0.0998082161,0.0886104256,0.043512858499999994,0.0476017892,0.1503278762,0.1626790166,0.2917653322,0.0,0.0,0.0750134289,0.098228991,0.138251543,0.3427703083,0.3590381742,8.976000000000001e-07,-0.0615265183,0.4494302273,-0.0170608629,-0.0390670151,0.2695259154,-0.0107890125,0.0228659175,0.2696200609,0.0063183419
